timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T10:00:26.627661,gemini-3-flash-preview,set1,3 o'clock position on mammogram,3 o'clock position on mammogram (qualifier value),qualifier value,Primitive,Clock position on mammogram (qualifier value),Clock position (qualifier value),None,1 o'clock position on mammogram (qualifier value)|2 o'clock position on mammogram (qualifier value)|4 o'clock position on mammogram (qualifier value)|5 o'clock position on mammogram (qualifier value)|6 o'clock position on mammogram (qualifier value)|7 o'clock position on mammogram (qualifier value)|8 o'clock position on mammogram (qualifier value)|9 o'clock position on mammogram (qualifier value)|10 o'clock position on mammogram (qualifier value)|11 o'clock position on mammogram (qualifier value)|12 o'clock position on mammogram (qualifier value)
2026-03-05T10:00:35.195476,gemini-3-flash-preview,set1,Old posterior cruciate ligament disruption,Old posterior cruciate ligament disruption (disorder),(disorder),Primitive,Chronic injury of posterior cruciate ligament (disorder)|Old ligament disruption (disorder),Injury of posterior cruciate ligament (disorder)|Chronic injury of cruciate ligament of knee (disorder)|Old injury of ligament (disorder)|Disorder of posterior cruciate ligament (disorder),None,Old anterior cruciate ligament disruption (disorder)|Old medial collateral ligament disruption (disorder)|Old lateral collateral ligament disruption (disorder)|Old capsular ligament disruption (disorder)|Chronic tear of posterior cruciate ligament (disorder)
2026-03-05T10:00:42.808967,gemini-3-flash-preview,set1,Anxious avoidant attachment,Anxious avoidant attachment (finding),finding,Primitive,Attachment finding (finding),Finding of emotional state (finding),None,Anxious ambivalent attachment (finding)|Disorganized attachment (finding)|Insecure attachment (finding)|Secure attachment (finding)
2026-03-05T10:00:54.532884,gemini-3-flash-preview,set1,Inflammation of left iliohypogastric nerve,Inflammation of left iliohypogastric nerve (disorder),disorder,Fully defined,Inflammation of iliohypogastric nerve (disorder)|Disorder of left iliohypogastric nerve (disorder),Neuritis (disorder)|Disorder of iliohypogastric nerve (disorder)|Mononeuropathy of left lower limb (disorder)|Inflammatory disorder of peripheral nervous system (disorder),None,Inflammation of right iliohypogastric nerve (disorder)
2026-03-05T10:01:02.732165,gemini-3-flash-preview,set1,Re-excision of breast for clearance of tumor margins,Re-excision of breast for clearance of tumor margins (procedure),procedure,Fully defined,Re-excision of breast (procedure)|Re-excision of surgical clearance margin (procedure),Partial mastectomy (procedure)|Re-excision of operative site (procedure)|Excision of tumor (procedure),None,Re-excision of bone for clearance of tumor margins (procedure)|Re-excision of skin for clearance of tumor margins (procedure)|Re-excision of soft tissue for clearance of tumor margins (procedure)
2026-03-05T10:01:08.612883,gemini-3-flash-preview,set1,Diamond dental laboratory bur,Diamond dental laboratory bur (physical object),physical object,Primitive,Dental laboratory bur (physical object),Dental bur (physical object),(none),Steel dental laboratory bur (physical object)|Tungsten carbide dental laboratory bur (physical object)
2026-03-05T10:01:17.880438,gemini-3-flash-preview,set1,Family Fuselloviridae,Family Fuselloviridae (organism),organism,Primitive,Virus (organism),Organism (organism),Genus Fusellovirus (organism),Family Adenoviridae (organism)|Family Herpesviridae (organism)|Family Poxviridae (organism)|Family Retroviridae (organism)|Family Picornaviridae (organism)|Family Reoviridae (organism)|Family Rhabdoviridae (organism)
2026-03-05T10:01:27.124205,gemini-3-flash-preview,set1,Occlusion of vein of corpus cavernosum of penis,Occlusion of vein of corpus cavernosum of penis (disorder),disorder,Primitive,Venous occlusion of male genital structure (disorder)|Vascular disorder of penis (disorder),Venous occlusion (disorder)|Disorder of male genital system (disorder)|Disorder of penis (disorder)|Vascular disorder of male genital structure (disorder),None,Superficial thrombophlebitis of penis (disorder)|Priapism (disorder)|Ischemia of penis (disorder)|Arteriovenous fistula of penis (disorder)|Arteriovenous malformation of penis (disorder)
2026-03-05T10:01:35.953906,gemini-3-flash-preview,set1,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C (disorder),disorder,Primitive,Autosomal dominant intermediate Charcot-Marie-Tooth disease (disorder),Intermediate Charcot-Marie-Tooth disease (disorder)|Autosomal dominant Charcot-Marie-Tooth disease (disorder),None,Autosomal dominant intermediate Charcot-Marie-Tooth disease type A (disorder)|Autosomal dominant intermediate Charcot-Marie-Tooth disease type B (disorder)|Autosomal dominant intermediate Charcot-Marie-Tooth disease type D (disorder)|Autosomal dominant intermediate Charcot-Marie-Tooth disease type E (disorder)
2026-03-05T10:01:44.156077,gemini-3-flash-preview,set1,Hemoglobin Volga,Hemoglobin Volga (substance),substance,Primitive,Abnormal hemoglobin (substance),Hemoglobin variant (substance),None,Hemoglobin S (substance)|Hemoglobin C (substance)|Hemoglobin D (substance)|Hemoglobin E (substance)|Hemoglobin J (substance)|Hemoglobin G (substance)|Hemoglobin Lepore (substance)|Hemoglobin H (substance)|Hemoglobin Constant Spring (substance)
2026-03-05T10:01:53.669276,gemini-3-flash-preview,set1,Punctate outer retinal toxoplasmosis,Punctate outer retinal toxoplasmosis (disorder),disorder,Primitive,Toxoplasmosis of eye (disorder),Infection of eye (disorder)|Toxoplasmosis (disorder),None,Chorioretinitis due to toxoplasmosis (disorder)|Cicatricial chorioretinopathy due to toxoplasmosis (disorder)|Toxoplasmosis of conjunctiva (disorder)|Toxoplasmosis of iris (disorder)|Toxoplasmosis of uvea (disorder)
2026-03-05T10:02:05.195187,gemini-3-flash-preview,set1,Congenital talipes calcaneovalgus,Congenital talipes calcaneovalgus (disorder),disorder,Primitive,Congenital calcaneovalgus deformity (disorder)|Congenital talipes (disorder),Calcaneovalgus deformity (disorder)|Congenital deformity of foot (disorder),None,Congenital talipes equinovarus (disorder)|Congenital talipes calcaneovarus (disorder)|Congenital talipes equinovalgus (disorder)|Congenital talipes cavus (disorder)|Congenital metatarsus varus (disorder)
2026-03-05T10:02:21.011214,gemini-3-flash-preview,set1,Recurrent acute streptococcal tonsillitis,Recurrent acute streptococcal tonsillitis (disorder),disorder,Fully defined,Acute streptococcal tonsillitis (disorder)|Recurrent acute tonsillitis (disorder),Acute tonsillitis (disorder)|Streptococcal sore throat (disorder)|Recurrent tonsillitis (disorder),None,None
2026-03-05T10:02:31.053299,gemini-3-flash-preview,set1,Jaeger type 10,Jaeger type 10 (qualifier value),qualifier value,Primitive,Near vision Jaeger type (qualifier value),Near vision scale (qualifier value),(None),Jaeger type 1 (qualifier value)|Jaeger type 2 (qualifier value)|Jaeger type 3 (qualifier value)|Jaeger type 4 (qualifier value)|Jaeger type 5 (qualifier value)|Jaeger type 6 (qualifier value)|Jaeger type 7 (qualifier value)|Jaeger type 8 (qualifier value)|Jaeger type 9 (qualifier value)|Jaeger type 11 (qualifier value)|Jaeger type 12 (qualifier value)|Jaeger type 13 (qualifier value)|Jaeger type 14 (qualifier value)|Jaeger type 15 (qualifier value)|Jaeger type 16 (qualifier value)|Jaeger type 17 (qualifier value)|Jaeger type 18 (qualifier value)|Jaeger type 19 (qualifier value)|Jaeger type 20 (qualifier value)
2026-03-05T10:02:44.669713,gemini-3-flash-preview,set1,Myofascial pain syndrome of lower back,Myofascial pain syndrome of lower back (disorder),disorder,Primitive,Low back pain (disorder)|Myofascial pain syndrome (disorder),Back pain (disorder)|Finding of lumbar region (finding)|Myalgia (disorder)|Soft tissue rheumatism (disorder),None,Coccydynia (disorder)|Low back strain (disorder)|Lumbar radiculopathy (disorder)|Myofascial pain syndrome of head (disorder)|Myofascial pain syndrome of neck (disorder)|Myofascial pain syndrome of shoulder region (disorder)|Sciatica (disorder)
2026-03-05T10:02:57.767239,gemini-3-flash-preview,set1,Spine dislocation due to birth trauma,Spine dislocation due to birth trauma (disorder),disorder,Primitive,Spinal cord injury due to birth trauma (disorder)|Traumatic dislocation of spine (disorder),Birth injury (disorder)|Injury of spinal cord (disorder)|Injury of spine (disorder)|Traumatic dislocation of joint of vertebral column (disorder),None,Fracture of spine due to birth trauma (disorder)|Spinal cord hemorrhage due to birth trauma (disorder)|Traumatic dislocation of cervical spine (disorder)|Traumatic dislocation of lumbar spine (disorder)|Traumatic dislocation of thoracic spine (disorder)
2026-03-05T10:03:05.294707,gemini-3-flash-preview,set1,Netta rufina,Netta rufina (organism),organism,Primitive,Genus Netta (organism),Family Anatidae (organism),(None),Netta erythrophthalma (organism)|Netta peposaca (organism)
2026-03-05T10:03:21.325701,gemini-3-flash-preview,set1,Congenital abnormality of systemic vein,Congenital abnormality of systemic vein (disorder),disorder,Fully defined,Congenital anomaly of vein (disorder)|Disease of systemic vein (disorder),Congenital anomaly of vascular system (disorder)|Disease of vein (disorder)|Disorder of cardiovascular system (disorder),Anomalous systemic venous return (disorder)|Congenital absence of systemic vein (disorder)|Congenital anomaly of azygos vein (disorder)|Congenital anomaly of inferior vena cava (disorder)|Congenital anomaly of left superior vena cava (disorder)|Congenital anomaly of superior vena cava (disorder)|Congenital stenosis of systemic vein (disorder)|Congenital varix of systemic vein (disorder),Congenital anomaly of portal vein (disorder)|Congenital anomaly of pulmonary vein (disorder)|Obstruction of systemic vein (disorder)|Phlebitis of systemic vein (disorder)|Thrombosis of systemic vein (disorder)|Varicose systemic vein (disorder)
2026-03-05T10:03:29.783037,gemini-3-flash-preview,set1,Stachybotrys chartarum,Stachybotrys chartarum (organism),(organism),Primitive,Genus Stachybotrys (organism),Dematiaceous hyphomycete (organism),None,Stachybotrys alternans (organism)
2026-03-05T10:03:44.367181,gemini-3-flash-preview,set1,Fracture of phalanx of finger of left hand,Fracture of phalanx of finger of left hand (disorder),disorder,Fully defined,Fracture of phalanx of finger (disorder)|Fracture of finger of left hand (disorder),Fracture of finger (disorder)|Fracture of phalanx (disorder)|Fracture of bone of left hand (disorder),Closed fracture of phalanx of finger of left hand (disorder)|Open fracture of phalanx of finger of left hand (disorder)|Fracture of distal phalanx of finger of left hand (disorder)|Fracture of middle phalanx of finger of left hand (disorder)|Fracture of proximal phalanx of finger of left hand (disorder),Fracture of phalanx of finger of right hand (disorder)|Closed fracture of finger of left hand (disorder)|Open fracture of finger of left hand (disorder)
2026-03-05T10:03:56.851154,gemini-3-flash-preview,set1,Astroscopus y-graecum,Astroscopus y-graecum (organism),(organism),Primitive,Genus Astroscopus (organism),Family Uranoscopidae (organism),None,Astroscopus guttatus (organism)|Astroscopus zephyreus (organism)
2026-03-05T10:04:11.298332,gemini-3-flash-preview,set1,Vaccine product containing only Clostridium tetani and Human poliovirus antigens,Vaccine product containing only Clostridium tetani and Human poliovirus antigens (medicinal product),medicinal product,Fully defined,Vaccine product containing Clostridium tetani antigen (medicinal product)|Vaccine product containing Human poliovirus antigen (medicinal product),Vaccine product (medicinal product),None,Vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens (medicinal product)|Vaccine product containing only Clostridium tetani and Corynebacterium diphtheriae antigens (medicinal product)|Vaccine product containing only Human poliovirus antigen (medicinal product)|Vaccine product containing only Clostridium tetani antigen (medicinal product)|Vaccine product containing only Haemophilus influenzae type b and Human poliovirus antigens (medicinal product)
2026-03-05T10:04:23.381405,gemini-3-flash-preview,set1,Single photon emission computed tomography system,Single photon emission computed tomography system (physical object),physical object,Primitive,Emission computed tomography system (physical object),Computed tomography system (physical object)|Nuclear medicine system (physical object),Integrated single photon emission computed tomography/computed tomography system (physical object)|Integrated single photon emission computed tomography/magnetic resonance imaging system (physical object),Positron emission tomography system (physical object)
2026-03-05T10:04:30.610801,gemini-3-flash-preview,set1,Measurement of Influenza A virus antibody and Influenza B virus antibody,Measurement of Influenza A virus antibody and Influenza B virus antibody (procedure),procedure,Fully defined,Measurement of Influenza virus antibody (procedure),Influenza virus serology (procedure)|Measurement of virus antibody (procedure),None,Measurement of Influenza A virus antibody (procedure)|Measurement of Influenza B virus antibody (procedure)|Measurement of Influenza C virus antibody (procedure)
2026-03-05T10:04:37.337742,gemini-3-flash-preview,set1,Chronic radiation nephritis,Chronic radiation nephritis (disorder),disorder,Primitive,Chronic interstitial nephritis (disorder)|Radiation-induced nephritis (disorder),Chronic tubulo-interstitial nephritis (disorder)|Radiation-induced nephropathy (disorder)|Tubulo-interstitial nephritis caused by external agent (disorder),None,Acute radiation nephritis (disorder)|Analgesic nephropathy (disorder)|Balkan nephropathy (disorder)|Lead nephropathy (disorder)|Chronic pyelonephritis (disorder)
2026-03-05T10:04:47.862220,gemini-3-flash-preview,set1,Giant retinal tear,Giant retinal tear (disorder),disorder,Primitive,Retinal tear without detachment (disorder),Retinal tear (disorder),(none),Horseshoe tear of retina (disorder)|Linear retinal tear (disorder)|Multiple retinal tears without detachment (disorder)|Operculated retinal tear (disorder)|Round retinal hole (disorder)
2026-03-05T10:04:53.636185,gemini-3-flash-preview,set1,Structure of lateral surface of upper arm,Structure of lateral surface of upper arm (body structure),(body structure),Primitive,Structure of lateral surface of arm (body structure)|Structure of surface of upper arm (body structure),Structure of lateral surface of upper limb (body structure)|Structure of surface of arm (body structure)|Structure of upper arm (body structure),None,Structure of lateral surface of forearm (body structure)|Structure of anterior surface of upper arm (body structure)|Structure of medial surface of upper arm (body structure)|Structure of posterior surface of upper arm (body structure)
2026-03-05T10:05:01.886214,gemini-3-flash-preview,set1,Family Echinorhynchidae,Family Echinorhynchidae (organism),organism,Primitive,Order Echinorhynchida (organism),Class Palaeacanthocephala (organism),Genus Acanthocephalus (organism)|Genus Echinorhynchus (organism)|Genus Metechinorhynchus (organism),Family Arhythmacanthidae (organism)|Family Cavisomidae (organism)|Family Fessisentidae (organism)|Family Heteracanthocephalidae (organism)|Family Hypoechinorhynchidae (organism)|Family Illiosentidae (organism)|Family Pomphorhynchidae (organism)|Family Rhadinorhynchidae (organism)
2026-03-05T10:05:19.085902,gemini-3-flash-preview,set1,Embolectomy with catheter of celiac artery by abdominal incision,Embolectomy with catheter of celiac artery by abdominal incision (procedure),procedure,Fully defined,Catheter embolectomy (procedure)|Embolectomy of celiac artery (procedure),Removal of thrombus or embolus from artery (procedure)|Embolectomy of abdominal artery (procedure)|Vascular procedure on celiac artery (procedure),(none),Catheter embolectomy of aorta (procedure)|Catheter embolectomy of renal artery (procedure)|Catheter embolectomy of pulmonary artery (procedure)|Embolectomy of celiac artery by abdominal incision (procedure)
2026-03-05T10:05:36.028216,gemini-3-flash-preview,set1,Entire zygomatic arch,Entire zygomatic arch (body structure),body structure,Primitive,Zygomatic arch (body structure),Bone structure of face (body structure),Entire left zygomatic arch (body structure)|Entire right zygomatic arch (body structure),Structure of zygomatic arch (body structure)|Zygomatic arch part (body structure)
2026-03-05T10:05:43.252242,gemini-3-flash-preview,set1,Application of hot water bottle,Application of hot water bottle (procedure),procedure,Primitive,Application of heat (procedure),Thermal therapy (procedure),(none),Application of chemical heat pack (procedure)|Application of heat lamp (procedure)|Application of hot pack (procedure)|Application of moist heat (procedure)
2026-03-05T10:05:49.499319,gemini-3-flash-preview,set1,Tilmicosin,Tilmicosin (substance),substance,Primitive,Macrolide (substance),Antibacterial substance (substance)|Polyketide (substance),Tilmicosin phosphate (substance),Azithromycin (substance)|Clarithromycin (substance)|Erythromycin (substance)|Gamithromycin (substance)|Josamycin (substance)|Midecamycin (substance)|Oleandomycin (substance)|Roxithromycin (substance)|Spiramycin (substance)|Tildipirosin (substance)|Tulathromycin (substance)|Tylosin (substance)
2026-03-05T10:05:57.736821,gemini-3-flash-preview,set1,Hypothalamic releasing factor,Hypothalamic releasing factor (substance),substance,Primitive,Hormone (substance)|Hypothalamic hormone (substance),Endogenous biological substance (substance),Corticotropin releasing factor (substance)|Gonadotropin-releasing factor (substance)|Growth hormone releasing factor (substance)|Prolactin releasing factor (substance)|Thyrotropin-releasing factor (substance),Hypothalamic inhibitory factor (substance)|Adrenal hormone (substance)|Gastrointestinal hormone (substance)|Pancreatic hormone (substance)|Pituitary hormone (substance)|Thyroid hormone (substance)
2026-03-05T10:06:11.719600,gemini-3-flash-preview,set1,Perioral numbness,Perioral numbness (finding),finding,Primitive,Abnormal perioral sensation (finding)|Numbness of face (finding),Abnormal sensation of face (finding)|Abnormal sensation of mouth (finding)|Sensory loss (finding),None,Perioral paresthesia (finding)|Numbness of cheek (finding)|Numbness of chin (finding)|Numbness of nose (finding)|Numbness of forehead (finding)
2026-03-05T10:06:19.400726,gemini-3-flash-preview,set1,"Electron microscopy study, transmission, examination and report","Electron microscopy study, transmission, examination and report (procedure)",procedure,Primitive,Electron microscopy (procedure),Microscopic examination (procedure),"Electron microscopy study, transmission, with immuno-electron microscopy, examination and report (procedure)|Quantitative transmission electron microscopy study (procedure)|Scanning-transmission electron microscopy (procedure)",Analytical electron microscopy study (procedure)|Electron microscopy with morphometry (procedure)|Immuno-electron microscopy (procedure)|Scanning electron microscopy (procedure)
2026-03-05T10:06:28.821618,gemini-3-flash-preview,set1,Structure of hypothalamicohypophyseal tract,Structure of hypothalamicohypophyseal tract (body structure),(body structure),Primitive,Hypothalamic structure (body structure)|Nerve tract of brain (body structure),Diencephalic structure (body structure)|Nerve tract of central nervous system (body structure)|Structure of white matter of brain (body structure),Supraopticohypophyseal tract (body structure)|Paraventriculohypophyseal tract (body structure),Mammillothalamic tract (body structure)|Mammillotegmental tract (body structure)|Medial forebrain bundle (body structure)|Periventricular fiber of hypothalamus (body structure)|Dorsal longitudinal fasciculus of hypothalamus (body structure)
2026-03-05T10:06:36.727454,gemini-3-flash-preview,set1,Incision and exploration of tunica vaginalis,Incision and exploration of tunica vaginalis (procedure),procedure,Fully defined,Incision of tunica vaginalis (procedure)|Exploration of scrotum and/or tunica vaginalis (procedure),Operations on tunica vaginalis (procedure)|Exploration of scrotum (procedure)|Incision of male genital system (procedure),None,Biopsy of tunica vaginalis (procedure)|Excision of lesion of tunica vaginalis (procedure)|Hydrocelectomy of tunica vaginalis (procedure)|Suture of tunica vaginalis (procedure)|Marsupialization of cyst of tunica vaginalis (procedure)
2026-03-05T10:06:46.983683,gemini-3-flash-preview,set1,Injury of nasopharynx,Injury of nasopharynx (disorder),disorder,Primitive,Injury of pharynx (disorder)|Nasopharyngeal disease (disorder),Injury of head (disorder)|Injury of neck (disorder)|Injury of digestive system (disorder)|Pharyngeal disease (disorder)|Upper respiratory tract disease (disorder),Superficial injury of nasopharynx (disorder)|Open wound of nasopharynx (disorder)|Burn of nasopharynx (disorder)|Contusion of nasopharynx (disorder)|Crushing injury of nasopharynx (disorder),Injury of oropharynx (disorder)|Injury of hypopharynx (disorder)|Infection of nasopharynx (disorder)|Neoplasm of nasopharynx (disorder)|Stenosis of nasopharynx (disorder)
2026-03-05T10:06:56.509729,gemini-3-flash-preview,set1,Grafting of fascia to tarsal cartilage,Grafting of fascia to tarsal cartilage (procedure),procedure,Fully defined,Grafting of fascia (procedure)|Repair of tarsal cartilage (procedure),Plastic surgery of fascia (procedure)|Repair of cartilage (procedure)|Repair of eyelid (procedure)|Tissue graft (procedure),(none),Grafting of fascia to bone (procedure)|Grafting of fascia to muscle (procedure)|Grafting of fascia to tendon (procedure)|Repair of tarsal cartilage by suture (procedure)
2026-03-05T10:07:07.713326,gemini-3-flash-preview,set1,Accidental ingestion of spurge olive berries,Accidental ingestion of spurge olive berries (event),(event),Primitive,Accidental ingestion of plant berry (event),Accidental ingestion of plant (event),None,Accidental ingestion of deadly nightshade berries (event)|Accidental ingestion of holly berries (event)|Accidental ingestion of ivy berries (event)|Accidental ingestion of mistletoe berries (event)|Accidental ingestion of privet berries (event)|Accidental ingestion of rowan berries (event)|Accidental ingestion of yew berries (event)
2026-03-05T10:07:21.147735,gemini-3-flash-preview,set1,Stimulus response inventory,Stimulus response inventory (finding),finding,Primitive,Assessment scale (finding),Assessment scale and score (finding),S-R inventory of anxiousness (finding)|Endler Stimulus Response Inventory (finding),Visual analogue scale (finding)|Numerical rating scale (finding)|Likert scale (finding)|Categorical scale (finding)|Descriptor scale (finding)
2026-03-05T10:07:28.398593,gemini-3-flash-preview,set1,Fall risk assessment declined,Fall risk assessment declined (situation),situation,Primitive,Procedure declined (situation)|Risk assessment declined (situation),Assessment declined (situation)|Patient declined procedure (situation)|Refusal of care (situation),None,Cardiovascular risk assessment declined (situation)|Suicide risk assessment declined (situation)|Vaccination declined (situation)|Surgical procedure declined (situation)|Diagnostic procedure declined (situation)|Screening declined (situation)
2026-03-05T10:07:38.966813,gemini-3-flash-preview,set1,Vegetable suet,Vegetable suet (substance),substance,Primitive,Suet (substance)|Vegetable fat (substance),Animal fat (substance)|Edible fat (substance),(None),Beef suet (substance)|Mutton suet (substance)|Cocoa butter (substance)|Coconut oil (substance)|Corn oil (substance)|Cottonseed oil (substance)|Palm oil (substance)|Peanut oil (substance)|Rapeseed oil (substance)|Safflower oil (substance)|Sesame oil (substance)|Soybean oil (substance)|Sunflower oil (substance)|Vegetable oil (substance)|Margarine (substance)
2026-03-05T10:07:49.105751,gemini-3-flash-preview,set1,Flexion deformity of joint of right ankle,Flexion deformity of joint of right ankle (disorder),disorder,Fully defined,Flexion deformity of ankle joint (disorder)|Joint deformity of right ankle (disorder),Flexion deformity of joint of lower limb (disorder)|Ankle joint deformity (disorder)|Joint deformity of right lower limb (disorder),Equinus deformity of right ankle (disorder),Flexion deformity of joint of left ankle (disorder)|Extension deformity of joint of right ankle (disorder)|Valgus deformity of joint of right ankle (disorder)|Varus deformity of joint of right ankle (disorder)
2026-03-05T10:08:06.022983,gemini-3-flash-preview,set1,"Delayed allogeneic transplantation, living donor","Delayed allogeneic transplantation, living donor (procedure)",procedure,Fully defined,Allogeneic transplantation from living donor (procedure)|Delayed allogeneic transplant (procedure),Allogeneic transplant (procedure)|Transplant from living donor (procedure)|Delayed transplant (procedure),(None),"Delayed allogeneic transplant, deceased donor (procedure)|Immediate allogeneic transplantation from living donor (procedure)"
2026-03-05T10:08:17.963762,gemini-3-flash-preview,set1,Finding of knee joint color,Finding of knee joint color (finding),finding,Primitive,Finding of joint color (finding)|Knee joint finding (finding),Finding of joint appearance (finding)|Finding of color of body part (finding)|Finding of joint of lower limb (finding)|Finding of knee region (finding),Knee joint redness (finding),Finding of ankle joint color (finding)|Finding of elbow joint color (finding)|Finding of hip joint color (finding)|Finding of shoulder joint color (finding)|Finding of wrist joint color (finding)|Clicking in knee joint (finding)|Effusion of knee joint (finding)|Knee joint mobility - finding (finding)|Knee joint stability - finding (finding)|Locking of knee joint (finding)
2026-03-05T10:08:30.408446,gemini-3-flash-preview,set1,Entire sinus venosus of fetus,Entire sinus venosus of fetus (body structure),body structure,Primitive,Entire sinus venosus (body structure)|Sinus venosus of fetus (body structure),Entire heart (body structure)|Heart of fetus (body structure)|Sinus venosus structure (body structure),Entire left horn of sinus venosus of fetus (body structure)|Entire right horn of sinus venosus of fetus (body structure),Entire adult sinus venosus (body structure)
2026-03-05T10:08:41.637126,gemini-3-flash-preview,set1,Blood (white blood cell) screen for GM1 gangliosidosis,Blood (white blood cell) screen for GM1 gangliosidosis (procedure),procedure,Primitive,Screening for gangliosidosis (procedure)|White blood cell screen (procedure),Screening for lipid storage disorder (procedure)|Screening for metabolic disorder (procedure),None,Blood (white blood cell) screen for GM2 gangliosidosis (procedure)|Blood (white blood cell) screen for GM3 gangliosidosis (procedure)|Blood (white blood cell) screen for lipid storage disorder (procedure)|Blood (white blood cell) screen for mucopolysaccharidosis (procedure)|Blood (white blood cell) screen for sphingolipidosis (procedure)|Blood (white blood cell) screen for Pompe's disease (procedure)
2026-03-05T10:09:04.882151,gemini-3-flash-preview,set1,Cystic testicular dysplasia,Cystic testicular dysplasia (disorder),disorder,Primitive,Congenital cystic disease of testis (disorder)|Dysplasia of testis (disorder),Congenital anomaly of testis (disorder)|Cystic disease of male genital tract (disorder),None,None
2026-03-05T10:09:16.532040,gemini-3-flash-preview,set1,No active range of shoulder circumduction,No active range of shoulder circumduction (finding),finding,Primitive,Finding of active range of shoulder joint circumduction (finding)|No active range of joint movement (finding),Finding of joint circumduction (finding)|Finding of range of shoulder movement (finding)|Range of joint movement - finding (finding),No active range of left shoulder circumduction (finding)|No active range of right shoulder circumduction (finding),Full active range of shoulder circumduction (finding)|Limited active range of shoulder circumduction (finding)|No active range of hip movement (finding)|No active range of knee movement (finding)|No active range of ankle movement (finding)
2026-03-05T10:09:32.220907,gemini-3-flash-preview,set1,Product containing precisely promethazine hydrochloride 25 milligram/1 each conventional release oral tablet,Product containing precisely promethazine hydrochloride 25 milligram/1 each conventional release oral tablet (clinical drug),(clinical drug),Fully defined,Promethazine hydrochloride 25 mg oral tablet (product)|Product containing precisely promethazine hydrochloride in oral dose form (product),Promethazine hydrochloride oral tablet (product)|Product containing promethazine (medicinal product)|Medicinal product in oral dose form (product),Phenergan 25 mg tablet (product)|Sominex 25 mg tablet (product)|Avomine 25 mg tablet (product),Product containing precisely promethazine hydrochloride 10 milligram/1 each conventional release oral tablet (clinical drug)|Product containing precisely promethazine hydrochloride 25 milligram/5 milliliter oral solution (clinical drug)
2026-03-05T10:09:51.987713,gemini-3-flash-preview,set1,Spotted creeper,Salpornis spilonota (organism),organism,Primitive,Salpornis (organism),Certhiidae (organism),None,None
2026-03-05T10:10:01.140933,gemini-3-flash-preview,set1,Chilomastix intestinalis,Chilomastix intestinalis (organism),organism,Primitive,Genus Chilomastix (organism),Family Retortamonadidae (organism),None,Chilomastix mesnili (organism)
2026-03-05T10:10:08.779100,gemini-3-flash-preview,set1,"Extraprostatic extension of tumor present, non-focal","Extraprostatic extension of tumor present, non-focal (finding)",finding,Primitive,Extraprostatic extension of tumor present (finding),Extraprostatic extension of prostatic tumor (finding),None,"Extraprostatic extension of tumor present, focal (finding)"
2026-03-05T10:10:19.224225,gemini-3-flash-preview,set1,Arteriovenous graft rupture,Arteriovenous graft rupture (disorder),disorder,Primitive,Complication of arteriovenous graft (disorder)|Rupture of blood vessel (disorder),Complication of vascular graft (disorder)|Disorder of arteriovenous graft (disorder)|Disorder of blood vessel (disorder),None,Aneurysm of arteriovenous graft (disorder)|Infection of arteriovenous graft (disorder)|Stenosis of arteriovenous graft (disorder)|Thrombosis of arteriovenous graft (disorder)|Rupture of artery (disorder)|Rupture of vein (disorder)|Rupture of aorta (disorder)
2026-03-05T10:10:27.778308,gemini-3-flash-preview,set1,Structure of superficial anterior cervical lymph node,Structure of superficial anterior cervical lymph node (body structure),(body structure),Primitive,Structure of anterior cervical lymph node (body structure)|Structure of superficial cervical lymph node (body structure),Structure of cervical lymph node (body structure),Structure of anterior jugular lymph node (body structure),Structure of deep anterior cervical lymph node (body structure)|Structure of superficial lateral cervical lymph node (body structure)
2026-03-05T10:10:38.815807,gemini-3-flash-preview,set1,Myelodysplastic syndrome with excess blasts-1,Myelodysplastic syndrome with excess blasts 1 (disorder),disorder,Fully defined,Myelodysplastic syndrome with excess blasts (disorder),Myelodysplastic syndrome (disorder),None,Myelodysplastic syndrome with excess blasts 2 (disorder)
2026-03-05T10:10:55.725825,gemini-3-flash-preview,set1,Administration of substance via buccal route,Administration of substance via buccal route (procedure),procedure,Fully defined,Administration of substance (procedure)|Administration of substance via oropharyngeal route (procedure),Medication related procedure (procedure)|Procedure by method (procedure),None,Administration of substance via dental route (procedure)|Administration of substance via gingival route (procedure)|Administration of substance via oral route (procedure)|Administration of substance via sublingual route (procedure)
