timestamp,model,prompt_set,concept_term,B1_official_name,B2_kind,B3_category_type,B4_immediate_broader,B5_grandparents,B6_immediate_narrower,B7_peer_terms
2026-03-05T11:02:59.437748,gemini-3-flash-preview,set2,Arsine poisoning,Toxic effect of arsine,Injury or poisoning,Fully defined,"Toxic effect of arsenic and its inorganic compounds|Toxic effect of gas, vapor, or fume",Toxic effect of metals|Poisoning by chemical substance,Acute arsine poisoning|Chronic arsine poisoning,Toxic effect of arsenic trioxide|Toxic effect of phosphine|Toxic effect of stibine
2026-03-05T11:03:06.948972,gemini-3-flash-preview,set2,Continuous flow apneic ventilation,Continuous flow apneic ventilation,Therapeutic Procedure,Fully defined,Apneic oxygenation|Artificial respiration,Respiratory therapy|Medical procedure,High-flow nasal oxygen (HFNO) apneic ventilation|Transtracheal apneic oxygenation,High-frequency jet ventilation|Intermittent positive pressure ventilation|Constant positive airway pressure (CPAP)
2026-03-05T11:03:16.031376,gemini-3-flash-preview,set2,Extension Namespace {1000164},Extension Namespace {1000164},SNOMED CT metadata concept,Primitive,,,,Extension Namespace {1000000}|Extension Namespace {1000003}|Extension Namespace {1000119}|Extension Namespace {1000132}|Extension Namespace {1000141}
2026-03-05T11:03:23.438979,gemini-3-flash-preview,set2,Ear and auditory finding,Ear and auditory finding,Clinical finding,Fully defined,Finding by site,Clinical finding,Auditory finding|Finding of ear|Finding of vestibulocochlear nerve,Cardiovascular finding|Finding of head and neck|Gastrointestinal finding|Genitourinary finding|Integumentary finding|Neurological finding|Respiratory finding
2026-03-05T11:03:27.654022,gemini-3-flash-preview,set2,Antibody to myelin associated glycoprotein,Myelin-associated glycoprotein antibody,Immunologic Factor,Fully defined,Autoantibody|Anti-myelin antibody,Antibody|Immunoglobulin,Anti-myelin-associated glycoprotein IgM antibody|Anti-myelin-associated glycoprotein IgG antibody,Anti-ganglioside antibody|Anti-sulfatide antibody|Anti-GM1 antibody|Anti-GQ1b antibody
2026-03-05T11:03:36.391434,gemini-3-flash-preview,set2,Genus Cercocebus,*Cercocebus*,Biological Genus,Fully defined,Tribe Cercocebini,Subfamily Cercopithecinae,*Cercocebus agilis*|*Cercocebus atys*|*Cercocebus chrysogaster*|*Cercocebus galeritus*|*Cercocebus lunulatus*|*Cercocebus sanjei*|*Cercocebus torquatus*,*Lophocebus*|*Mandrillus*|*Papio*|*Rungwecebus*|*Theropithecus*
2026-03-05T11:03:43.764614,gemini-3-flash-preview,set2,Urge incontinence due to prolapse of female genital organ,Urge incontinence due to prolapse of female genital organ (disorder),Disease / Clinical finding,Primitive,Urge incontinence|Urinary incontinence due to female genital prolapse,Urinary incontinence|Female genital prolapse|Disorder of urinary system,None,Stress incontinence due to prolapse of female genital organ|Overflow incontinence due to prolapse of female genital organ
2026-03-05T11:03:52.979789,gemini-3-flash-preview,set2,Streptococcus pyogenes type emm111,*Streptococcus pyogenes* emm111,Bacterium,Fully defined,,,None,*Streptococcus pyogenes* emm1|*Streptococcus pyogenes* emm3|*Streptococcus pyogenes* emm12|*Streptococcus pyogenes* emm28
2026-03-05T11:04:05.305364,gemini-3-flash-preview,set2,Partial glossectomy with radical dissection of left half of neck,Partial glossectomy and radical neck dissection,Procedure,Fully defined,Partial glossectomy|Radical neck dissection,Glossectomy|Neck dissection|Excision of tongue,Partial glossectomy and radical neck dissection with reconstructive surgery,Total glossectomy and radical neck dissection|Partial glossectomy and modified radical neck dissection|Hemiglossectomy and radical neck dissection
2026-03-05T11:04:13.649265,gemini-3-flash-preview,set2,Paenibacillus doosanensis,*Paenibacillus doosanensis*,Bacterium,Primitive,Genus *Paenibacillus*,Family Paenibacillaceae,*Paenibacillus doosanensis* strain DS-7,*Paenibacillus polymyxa*|*Paenibacillus macerans*|*Paenibacillus larvae*
2026-03-05T11:04:22.473157,gemini-3-flash-preview,set2,Diapterus auratus,"*Diapterus auratus* Raddi, 1823",Species,Fully defined,*Diapterus*,Gerreidae,None,*Diapterus rhombeus*|*Diapterus brevimanus*|*Diapterus peruvianus*
2026-03-05T11:04:28.205949,gemini-3-flash-preview,set2,Ribonucleic acid of Parainfluenza virus 4,Ribonucleic acid of Human parainfluenza virus 4,"Nucleic Acid, Nucleoside, or Nucleotide",Fully defined,Viral ribonucleic acid|Parainfluenza virus RNA,Ribonucleic acid|Viral nucleic acid,Ribonucleic acid of Human parainfluenza virus 4a|Ribonucleic acid of Human parainfluenza virus 4b,Ribonucleic acid of Parainfluenza virus 1|Ribonucleic acid of Parainfluenza virus 2|Ribonucleic acid of Parainfluenza virus 3
2026-03-05T11:04:37.425408,gemini-3-flash-preview,set2,Cryptocotyle concava,"*Cryptocotyle concava* (Creplin, 1825)",Organism,Fully defined,Genus *Cryptocotyle*,Family Heterophyidae,None,*Cryptocotyle lingua*|*Cryptocotyle jejuna*|*Cryptocotyle americana*
2026-03-05T11:04:44.283098,gemini-3-flash-preview,set2,Calicivirus gastroenteritis,Calicivirus gastroenteritis,Disease,Primitive,Viral gastroenteritis|Calicivirus infection,Infectious gastroenteritis|Gastrointestinal tract infection|Viral infectious disease,Norovirus gastroenteritis|Sapovirus gastroenteritis,Rotavirus gastroenteritis|Adenoviral gastroenteritis|Astrovirus gastroenteritis
2026-03-05T11:04:51.143942,gemini-3-flash-preview,set2,Acute sensory polyneuropathy,Acute sensory polyneuropathy,Disease,Fully defined,Acute polyneuropathy|Sensory polyneuropathy,Polyneuropathy|Peripheral neuropathy,Acute sensory neuronopathy|Acute sensory ataxic neuropathy,Acute motor polyneuropathy|Acute sensorimotor polyneuropathy|Chronic sensory polyneuropathy
2026-03-05T11:04:55.956668,gemini-3-flash-preview,set2,Sabouraud dextrose agar,Sabouraud dextrose agar,Microbiological culture medium,Fully defined,Fungal culture medium|Agar-based culture medium,Culture medium|Laboratory reagent,Sabouraud dextrose agar with chloramphenicol|Sabouraud dextrose agar with cycloheximide|Sabouraud dextrose agar with gentamicin|Emmons' modification of Sabouraud's agar,Potato dextrose agar|Malt extract agar|Cornmeal agar|Czapek Dox agar|Rose Bengal agar
2026-03-05T11:05:05.173419,gemini-3-flash-preview,set2,Urrets-Zavalia syndrome of eye due to and following ocular surgery,Urrets-Zavalia syndrome,Disease or Syndrome,Fully defined,Postprocedural complication of eye|Mydriasis,Eye disorder|Postprocedural complication|Finding of pupillary function,None,Postoperative endophthalmitis|Postoperative hyphema|Postoperative flat anterior chamber|Aphakic pupillary block|Vitreous loss following ocular surgery
2026-03-05T11:05:17.173700,gemini-3-flash-preview,set2,Product containing only flortaucipir (18-F) in parenteral dose form,Product containing only flortaucipir (18F) in parenteral dose form,Medicinal product,Fully defined,Product containing flortaucipir (18F)|Medicinal product in parenteral dose form,Medicinal product|Radiopharmaceutical product,Flortaucipir F 18 30 mCi/mL injection|Tauvid injection,Product containing only florbetapir (18F) in parenteral dose form|Product containing only florbetaben (18F) in parenteral dose form|Product containing only flutemetamol (18F) in parenteral dose form
2026-03-05T11:05:24.750210,gemini-3-flash-preview,set2,Structure of skin of left knee,Skin structure of left knee,Body structure,Fully defined,Skin structure of knee|Skin structure of left lower limb,Skin structure of lower limb|Structure of skin of limb,Skin structure of left popliteal fossa,Skin structure of right knee|Skin structure of left thigh|Skin structure of left lower leg|Skin structure of left ankle|Skin structure of left foot
2026-03-05T11:05:33.822239,gemini-3-flash-preview,set2,Grafting of auricle of ear,Grafting of auricle,Procedure,Fully defined,Grafting of external ear|Plastic operation on auricle of ear,Grafting of ear|Operation on auricle|Operation on external ear,Composite graft to auricle of ear|Full thickness skin graft to auricle of ear|Split thickness skin graft to auricle of ear,Excision of auricle of ear|Incision of auricle of ear|Biopsy of auricle of ear|Suture of auricle of ear|Reconstruction of auricle of ear
2026-03-05T11:05:44.574059,gemini-3-flash-preview,set2,Closed fracture of fifth metatarsal bone of right foot,Closed fracture of fifth metatarsal bone of right foot,Disorder / Clinical finding,Fully defined,Fracture of fifth metatarsal bone of right foot|Closed fracture of metatarsal bone of right foot,Fracture of metatarsal bone of right foot|Fracture of right foot|Closed fracture of foot,Closed displaced fracture of fifth metatarsal bone of right foot|Closed nondisplaced fracture of fifth metatarsal bone of right foot|Closed Jones fracture of right foot,Open fracture of fifth metatarsal bone of right foot|Closed fracture of fourth metatarsal bone of right foot|Closed fracture of fifth metatarsal bone of left foot
2026-03-05T11:05:53.301948,gemini-3-flash-preview,set2,Ultrasonic wave,Ultrasound,Physical Phenomenon,Fully defined,,,Diagnostic ultrasound|Therapeutic ultrasound|High-intensity focused ultrasound,Infrasound|Audible sound
2026-03-05T11:06:02.372006,gemini-3-flash-preview,set2,Accessory mobilization of the cervical spine,Mobilization of cervical spine,Therapeutic procedure,Fully defined,Joint mobilization|Mobilization of spine,Manual therapy|Physical therapy procedure,Posteroanterior accessory mobilization of cervical spine|Anteroposterior accessory mobilization of cervical spine|Transverse accessory mobilization of cervical spine,Physiological mobilization of cervical spine|Accessory mobilization of thoracic spine|Accessory mobilization of lumbar spine
2026-03-05T11:06:08.483193,gemini-3-flash-preview,set2,Scilla nonscripta,Hyacinthoides non-scripta,Plant species,Fully defined,Genus Hyacinthoides,Family Asparagaceae,Hyacinthoides non-scripta subsp. non-scripta,Hyacinthoides hispanica|Hyacinthoides italica|Hyacinthoides mauritanica
2026-03-05T11:06:17.281577,gemini-3-flash-preview,set2,Product containing precisely mepacrine hydrochloride 100 milligram/1 each conventional release oral tablet,Mepacrine hydrochloride 100 mg oral tablet,Medicinal product,Fully defined,Mepacrine hydrochloride oral tablet|Product containing precisely mepacrine hydrochloride 100 milligram,Mepacrine (medicinal product)|Conventional release oral tablet (product),Quinacrine 100 mg oral tablet,Mepacrine hydrochloride 50 mg oral tablet|Chloroquine phosphate 250 mg oral tablet|Pyrimethamine 25 mg oral tablet
2026-03-05T11:06:26.611999,gemini-3-flash-preview,set2,"Antibiotic sensitivity, fungus",Antifungal susceptibility test,Laboratory Procedure,Fully defined,,,Fluconazole susceptibility test|Amphotericin B susceptibility test|Voriconazole susceptibility test|Itraconazole susceptibility test,Bacterial susceptibility test|Antiviral susceptibility test|Antiparasitic susceptibility test
2026-03-05T11:06:33.648382,gemini-3-flash-preview,set2,"Alcohol, methyl measurement",Methanol measurement,Laboratory procedure,Fully defined,Alcohol measurement|Toxicological measurement,Chemical analysis|Diagnostic procedure,"Methanol measurement, serum|Methanol measurement, urine",Ethanol measurement|Isopropanol measurement|Ethylene glycol measurement
2026-03-05T11:06:38.746575,gemini-3-flash-preview,set2,Structure of bursa of thumb,Bursa of thumb,Body structure,Primitive,Structure of bursa of hand|Structure of bursa of digit,Structure of bursa of upper limb|Bursa structure,Radial bursa|Bursa of first metacarpophalangeal joint,Structure of bursa of index finger|Structure of bursa of middle finger|Structure of bursa of ring finger|Structure of bursa of little finger
2026-03-05T11:06:51.364567,gemini-3-flash-preview,set2,"History and physical examination, sports participation",History and physical examination for sports participation,Procedure,Primitive,History and physical examination|Physical examination for sports participation,Evaluation procedure|Physical examination,Boxing medical examination|Scuba diving medical examination,History and physical examination for employment|History and physical examination for school admission|History and physical examination for insurance|History and physical examination for travel|History and physical examination for camp admission
2026-03-05T11:06:58.429204,gemini-3-flash-preview,set2,Haemophilus felis,*Haemophilus felis*,Bacterium,Fully defined,,,,*Haemophilus influenzae*|*Haemophilus ducreyi*|*Haemophilus parainfluenzae*|*Haemophilus haemolyticus*|*Haemophilus parahaemolyticus*
2026-03-05T11:07:04.106299,gemini-3-flash-preview,set2,Cholylglycine measurement,Glycocholic acid measurement,Laboratory procedure,Fully defined,,,Serum glycocholic acid measurement|Postprandial glycocholic acid measurement,Chenodeoxycholic acid measurement|Deoxycholic acid measurement|Lithocholic acid measurement|Taurocholic acid measurement
2026-03-05T11:07:15.419559,gemini-3-flash-preview,set2,Radiation half-value thickness,Half-Value Layer (HVL),Physical quantity,Fully defined,Attenuation parameter|Shielding thickness measure,Physical property|Radiologic quantity,First half-value layer|Second half-value layer,Tenth-value layer (TVL)|Linear attenuation coefficient|Mass attenuation coefficient|Mean free path
2026-03-05T11:07:24.892077,gemini-3-flash-preview,set2,Entire embryo at stage 15,Carnegie stage 15 embryo,Embryonic structure,Fully defined,Carnegie stage embryo,Embryo,None,Carnegie stage 14 embryo|Carnegie stage 16 embryo
2026-03-05T11:07:30.992766,gemini-3-flash-preview,set2,Product containing only mecobalamin,Product containing only mecobalamin (medicinal product),Medicinal product,Fully defined,Product containing mecobalamin (medicinal product)|Product containing only vitamin B12 and/or vitamin B12 derivative (medicinal product),Medicinal product (product)|Product containing vitamin B12 and/or vitamin B12 derivative (medicinal product),Mecobalamin 500 microgram oral tablet|Mecobalamin 500 microgram oral capsule|Mecobalamin 500 microgram/1 mL injection,Product containing only cyanocobalamin (medicinal product)|Product containing only hydroxocobalamin (medicinal product)|Product containing only adenosylcobalamin (medicinal product)
2026-03-05T11:07:44.926727,gemini-3-flash-preview,set2,Genus Lophodytes,Genus *Lophodytes*,Biological genus,Fully defined,,,*Lophodytes cucullatus*,Genus *Mergus*|Genus *Bucephala*|Genus *Mellanitta*|Genus *Somateria*|Genus *Histrionicus*|Genus *Clangula*|Genus *Polysticta*
2026-03-05T11:07:49.952459,gemini-3-flash-preview,set2,Mycoplasma hyopneumoniae,Mycoplasma hyopneumoniae,Bacterium,Primitive,Genus Mycoplasma,Family Mycoplasmataceae,Mycoplasma hyopneumoniae strain J|Mycoplasma hyopneumoniae strain 232|Mycoplasma hyopneumoniae strain 7448,Mycoplasma pneumoniae|Mycoplasma genitalium|Mycoplasma hyorhinis|Mycoplasma hyosynoviae|Mycoplasma hominis
2026-03-05T11:07:58.700584,gemini-3-flash-preview,set2,Fetal chromosomal abnormality,Chromosomal anomaly of fetus,Congenital Abnormality,Fully defined,Fetal abnormality|Chromosomal anomaly,Congenital anomaly|Genetic disease,Fetal aneuploidy|Trisomy 21 in fetus|Trisomy 18 in fetus|Trisomy 13 in fetus|Monosomy X in fetus,Fetal structural abnormality|Fetal metabolic disorder|Fetal growth restriction|Fetal infectious disease
2026-03-05T11:08:10.157793,gemini-3-flash-preview,set2,History of cancer metastatic to bone,Personal history of malignant neoplasm metastatic to bone,Situation with explicit context,Fully defined,History of metastatic malignant neoplasm|History of malignant neoplasm of bone,Personal history of malignant neoplasm|History of clinical finding,Personal history of prostatic cancer metastatic to bone|Personal history of breast cancer metastatic to bone,Personal history of malignant neoplasm metastatic to brain|Personal history of malignant neoplasm metastatic to liver|Personal history of malignant neoplasm metastatic to lung
2026-03-05T11:08:14.924650,gemini-3-flash-preview,set2,"Orthopedic fixation plate, non-bioabsorbable, non-sterile","Non-bioabsorbable internal orthopedic fixation plate, non-sterile",Medical device (Physical object),Fully defined,Orthopedic fixation plate|Non-bioabsorbable internal orthopedic fixation plate,Internal fixation device|Orthopedic implant,"Non-bioabsorbable metallic orthopedic fixation plate, non-sterile|Non-bioabsorbable compression orthopedic fixation plate, non-sterile|Non-bioabsorbable locking orthopedic fixation plate, non-sterile","Orthopedic fixation plate, bioabsorbable, non-sterile|Orthopedic fixation plate, non-bioabsorbable, sterile|Orthopedic fixation screw, non-bioabsorbable, non-sterile|Orthopedic intramedullary nail, non-bioabsorbable, non-sterile"
2026-03-05T11:08:22.090936,gemini-3-flash-preview,set2,Neoplasm of isthmus of uterus,Neoplasm of isthmus of uterus,Disease / Clinical Finding,Fully defined,Neoplasm of uterus|Disorder of isthmus of uterus,Neoplasm of female genital organ|Disorder of uterus,Benign neoplasm of isthmus of uterus|Malignant neoplasm of isthmus of uterus,Neoplasm of fundus of uterus|Neoplasm of corpus uteri|Neoplasm of cervix uteri
2026-03-05T11:08:26.803006,gemini-3-flash-preview,set2,Urethrotome,Urethrotome,Surgical instrument,Fully defined,Urological instrument|Cutting instrument,Medical device|Surgical tool,Optical urethrotome|Otis urethrotome|Sachse urethrotome,Cystoscope|Resectoscope|Nephroscope|Urethral dilator
2026-03-05T11:08:32.127373,gemini-3-flash-preview,set2,Death by immolation,Death due to thermal injury by fire,Cause of death,Fully defined,Death by burning|Violent death,Cause of death|Physical injury,Death by self-immolation|Death by ritual immolation,Death by drowning|Death by asphyxiation|Death by electrocution|Death by exsanguination
2026-03-05T11:08:57.418643,gemini-3-flash-preview,set2,Skin of part of back,Skin structure of part of back,Body structure,Primitive,,,Skin structure of scapular region|Skin structure of interscapular region|Skin structure of lumbar region|Skin structure of sacral region,Skin structure of part of thorax|Skin structure of part of abdomen|Skin structure of part of pelvis
2026-03-05T11:09:06.738776,gemini-3-flash-preview,set2,Croton oil,Croton oil,Plant Oil,Primitive,Plant Oils,Lipids|Biological Products,None,Castor Oil|Linseed Oil|Tung Oil|Cottonseed Oil
2026-03-05T11:09:23.634811,gemini-3-flash-preview,set2,Associated_finding_filler,Associated finding,Attribute,Primitive,,,After|Due to|Causative agent|Associated with,Finding site|Pathological process|Clinical course|Component|Occurrence|Severity|Interprets
2026-03-05T11:09:31.315132,gemini-3-flash-preview,set2,Lyssavirus aravan,Aravan lyssavirus,Virus,Primitive,Lyssavirus,Rhabdoviridae,None,Rabies lyssavirus|Australian bat lyssavirus|Duvenhage lyssavirus|European bat 1 lyssavirus|European bat 2 lyssavirus|Irkut lyssavirus|Khujand lyssavirus|Lagos bat lyssavirus|Mokola lyssavirus|Shimoni bat lyssavirus
2026-03-05T11:09:39.200331,gemini-3-flash-preview,set2,Main spoken language Esperanto,Main spoken language: Esperanto (ISO 639-3: epo),Linguistic demographic attribute,Fully defined,Main spoken language|Esperanto proficiency,Language capability|Demographic characteristic,Native Esperanto speaker,Main spoken language: English|Main spoken language: Spanish|Main spoken language: Mandarin Chinese|Main spoken language: French
2026-03-05T11:09:45.155852,gemini-3-flash-preview,set2,Unable to prepare food hygienically,Unable to prepare food hygienically (finding),Clinical finding,Primitive,Unable to prepare food|Finding of food preparation,Unable to perform activities of daily living|Finding of ability to perform activity|Functional finding,None,Unable to cook food|Unable to prepare hot food|Unable to prepare cold food|Unable to plan meals
2026-03-05T11:09:51.078172,gemini-3-flash-preview,set2,Proximal radioulnar joint structure,Proximal radioulnar joint structure,Joint structure,Fully defined,Radioulnar joint structure|Elbow joint complex structure,Joint of upper limb|Synovial joint structure,Articular surface of proximal radioulnar joint|Synovial membrane of proximal radioulnar joint|Fibrous capsule of proximal radioulnar joint,Distal radioulnar joint structure|Humeroulnar joint structure|Humeroradial joint structure
2026-03-05T11:09:59.658581,gemini-3-flash-preview,set2,Early onset cerebellar ataxia,Early onset cerebellar ataxia,Disease or Syndrome,Primitive,Hereditary ataxia|Cerebellar ataxia,Degenerative disease of the central nervous system|Cerebellar disease|Genetic disorder,Friedreich's ataxia|Ataxia-telangiectasia|Early onset cerebellar ataxia with retained tendon reflexes|Marinesco-Sjögren syndrome,Late onset cerebellar ataxia|Congenital non-progressive cerebellar ataxia|Periodic ataxia
2026-03-05T11:10:05.036450,gemini-3-flash-preview,set2,Cresylglycidyl ether,2-[(Methylphenoxy)methyl]oxirane,Organic chemical compound,Fully defined,Glycidyl ethers|Aromatic ethers,Ethers|Epoxides|Organic compounds,o-Cresyl glycidyl ether|m-Cresyl glycidyl ether|p-Cresyl glycidyl ether,Phenyl glycidyl ether|Butyl glycidyl ether|Benzyl glycidyl ether|Resorcinol diglycidyl ether
2026-03-05T11:10:14.385269,gemini-3-flash-preview,set2,Etheostoma zoniferum,*Etheostoma zoniferum*,Species,Fully defined,*Etheostoma*,Percidae,None,*Etheostoma gracile*|*Etheostoma fusiforme*|*Etheostoma serriferum*|*Etheostoma saludae*|*Etheostoma collis*
2026-03-05T11:10:21.061960,gemini-3-flash-preview,set2,Plasma thawing unit,Plasma Thawing System,Medical Device,Fully defined,Blood component thawing device|Laboratory thermal processing equipment,Blood bank equipment|Medical laboratory apparatus,Dry plasma thawing system|Water-bath plasma thawing unit|Automated plasma thawing system,Blood warmer|Platelet incubator|Cryoprecipitate thawing unit
2026-03-05T11:10:27.227165,gemini-3-flash-preview,set2,Fracture of coccyx,Fracture of coccyx,Clinical finding,Fully defined,Fracture of pelvic bone|Injury of coccyx,Fracture of trunk|Injury of pelvis|Injury of lower back,Closed fracture of coccyx|Open fracture of coccyx|Stress fracture of coccyx,Fracture of ilium|Fracture of ischium|Fracture of pubis|Fracture of sacrum
2026-03-05T11:10:38.148050,gemini-3-flash-preview,set2,3 o'clock position on mammogram,3 o'clock position of breast,Body structure,Primitive,,,3 o'clock position of left breast|3 o'clock position of right breast,12 o'clock position of breast structure|1 o'clock position of breast structure|2 o'clock position of breast structure|4 o'clock position of breast structure|5 o'clock position of breast structure|6 o'clock position of breast structure|7 o'clock position of breast structure|8 o'clock position of breast structure|9 o'clock position of breast structure|10 o'clock position of breast structure|11 o'clock position of breast structure
2026-03-05T11:10:46.067990,gemini-3-flash-preview,set2,Old posterior cruciate ligament disruption,Old disruption of posterior cruciate ligament,Disease or Syndrome,Fully defined,Old disruption of cruciate ligament|Chronic injury of posterior cruciate ligament,Old disruption of ligament of knee|Injury of cruciate ligament,Old complete disruption of posterior cruciate ligament|Old partial disruption of posterior cruciate ligament,Old disruption of anterior cruciate ligament|Old disruption of medial collateral ligament of knee|Old disruption of lateral collateral ligament of knee
2026-03-05T11:11:08.289706,gemini-3-flash-preview,set2,Anxious avoidant attachment,Fearful-avoidant attachment,Psychological construct,Fully defined,,,Disorganized-disoriented attachment|Unresolved attachment,Anxious-preoccupied attachment|Dismissive-avoidant attachment
2026-03-05T11:11:20.200067,gemini-3-flash-preview,set2,Inflammation of left iliohypogastric nerve,Neuritis of left iliohypogastric nerve,Disease or Syndrome,Fully defined,Neuritis of iliohypogastric nerve|Mononeuritis of left lower limb,Mononeuritis|Disorder of lumbar plexus|Peripheral neuropathy,None identified,Neuritis of right iliohypogastric nerve|Neuralgia of left iliohypogastric nerve|Neuritis of left ilioinguinal nerve|Neuritis of left genitofemoral nerve|Neuropathy of left iliohypogastric nerve
2026-03-05T11:11:34.702438,gemini-3-flash-preview,set2,Re-excision of breast for clearance of tumor margins,Re-excision of margins of excision of breast lesion,Procedure,Fully defined,Excision of lesion of breast,Partial mastectomy|Excision of breast tissue,None,Wide local excision of breast lesion|Excision of breast lesion using wire localization
2026-03-05T11:11:40.237853,gemini-3-flash-preview,set2,Diamond dental laboratory bur,Diamond dental rotary laboratory instrument,Dental medical device,Fully defined,Dental laboratory rotary instrument|Diamond dental bur,Dental instrument|Rotary tool,Coarse grit diamond laboratory bur|Fine grit diamond laboratory bur|Flame-shaped diamond laboratory bur|Tapered diamond laboratory bur,Tungsten carbide dental laboratory bur|Steel dental laboratory bur|Ceramic dental laboratory bur
2026-03-05T11:11:44.966547,gemini-3-flash-preview,set2,Family Fuselloviridae,*Fuselloviridae*,Virus Family,Fully defined,Order *Bicaudavirales*,Class *Tokiviricetes*,Genus *Alphafusellovirus*|Genus *Betafusellovirus*,Family *Bicaudaviridae*
2026-03-05T11:11:52.761143,gemini-3-flash-preview,set2,Occlusion of vein of corpus cavernosum of penis,Occlusion of vein of corpus cavernosum of penis,Disease / Finding,Fully defined,Venous occlusion|Vascular disorder of penis,Disorder of venous system|Disorder of penis|Disorder of circulatory system,None,Stenosis of vein of corpus cavernosum of penis|Occlusion of vein of corpus spongiosum of penis|Thrombosis of vein of corpus cavernosum of penis
2026-03-05T11:11:59.652376,gemini-3-flash-preview,set2,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,Disease or Syndrome,Fully defined,Autosomal dominant intermediate Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease|Hereditary motor and sensory neuropathy,None,Autosomal dominant intermediate Charcot-Marie-Tooth disease type A|Autosomal dominant intermediate Charcot-Marie-Tooth disease type B|Autosomal dominant intermediate Charcot-Marie-Tooth disease type D|Autosomal dominant intermediate Charcot-Marie-Tooth disease type E|Autosomal dominant intermediate Charcot-Marie-Tooth disease type F
2026-03-05T11:12:11.163170,gemini-3-flash-preview,set2,Hemoglobin Volga,Hemoglobin Volga,Hemoglobin variant,Primitive,Abnormal hemoglobin|Beta-chain hemoglobin variant,Hemoglobin|Blood protein,None,Hemoglobin S|Hemoglobin C|Hemoglobin E|Hemoglobin Knossos|Hemoglobin D-Punjab
2026-03-05T11:12:20.414769,gemini-3-flash-preview,set2,Punctate outer retinal toxoplasmosis,Punctate outer retinal toxoplasmosis,Disease or Syndrome,Fully defined,,Ocular toxoplasmosis|Posterior uveitis|Chorioretinitis,,Classical toxoplasmic retinochoroiditis|Large necrotizing toxoplasmic retinochoroiditis|Toxoplasmic neuroretinitis|Recurrent toxoplasmic retinochoroiditis
2026-03-05T11:12:27.446549,gemini-3-flash-preview,set2,Congenital talipes calcaneovalgus,Congenital calcaneovalgus,Congenital Abnormality,Primitive,Congenital deformity of foot|Calcaneovalgus deformity,Congenital musculoskeletal deformity|Deformity of foot,Bilateral congenital calcaneovalgus|Congenital calcaneovalgus of left foot|Congenital calcaneovalgus of right foot,Congenital talipes equinovarus|Congenital talipes calcaneovarus|Congenital talipes equinovalgus|Congenital metatarsus adductus|Congenital pes cavus
2026-03-05T11:12:36.472526,gemini-3-flash-preview,set2,Recurrent acute streptococcal tonsillitis,Recurrent acute streptococcal tonsillitis,Disease,Fully defined,Recurrent acute tonsillitis|Acute streptococcal tonsillitis,Tonsillitis|Streptococcal sore throat,None,Recurrent acute viral tonsillitis|Chronic streptococcal tonsillitis|Acute necrotizing streptococcal tonsillitis
2026-03-05T11:12:45.522196,gemini-3-flash-preview,set2,Jaeger type 10,Jaeger 10 (J10),Near visual acuity measurement value,Fully defined,,,,Jaeger type 1|Jaeger type 2|Jaeger type 7|Jaeger type 14|Jaeger type 20
2026-03-05T11:12:53.968261,gemini-3-flash-preview,set2,Myofascial pain syndrome of lower back,Myofascial pain syndrome of lower back,Disease,Fully defined,Myofascial pain syndrome|Low back pain,Soft tissue disorder|Back pain|Myalgia,None,Myofascial pain syndrome of cervical region|Myofascial pain syndrome of thoracic region|Myofascial pain syndrome of pelvic region|Lumbar strain|Sciatica due to intervertebral disc disorder
2026-03-05T11:12:58.864267,gemini-3-flash-preview,set2,Spine dislocation due to birth trauma,Dislocation of spine due to birth injury,Disease / Finding,Fully defined,Birth injury of spine|Traumatic dislocation of spine,Birth injury|Injury of spine|Joint dislocation,Birth injury of cervical spine|Birth injury of thoracic spine|Birth injury of lumbar spine,Fracture of spine due to birth injury|Spinal cord injury due to birth injury|Subluxation of spine due to birth injury
2026-03-05T11:13:04.190057,gemini-3-flash-preview,set2,Netta rufina,"*Netta rufina* (Pallas, 1773)",Biological species,Fully defined,,,,*Netta erythrophthalma*|*Netta peposaca*
2026-03-05T11:13:11.069564,gemini-3-flash-preview,set2,Congenital abnormality of systemic vein,Congenital anomaly of systemic vein,Congenital Abnormality,Primitive,Congenital anomaly of vein,Congenital anomaly of cardiovascular system,Congenital anomaly of vena cava|Congenital anomaly of azygos vein|Congenital anomaly of portal vein|Congenital anomaly of coronary sinus,Congenital anomaly of pulmonary vein
2026-03-05T11:13:18.443086,gemini-3-flash-preview,set2,Stachybotrys chartarum,*Stachybotrys chartarum* (Ehrenb.) S. Hughes,Fungus,Fully defined,Genus *Stachybotrys*,Family Stachybotryaceae,*Stachybotrys chartarum* chemotype S|*Stachybotrys chartarum* chemotype A,*Stachybotrys chlorohalonata*|*Stachybotrys elegans*|*Stachybotrys kampalensis*|*Stachybotrys microspora*
